id,start_date,ban_date,period
account.c84f7aee14b54b9d982ca1c98b53f431,2019-03-14,2019-03-25,12
account.d7ac4864d6fd4f369d9cc99eee330ff6,2019-03-08,2019-03-09,2
account.e758149470e24d2cbeb679e94d267da3,2019-03-08,2019-03-09,2
account.e79dd2b1abd54ca0a1d034960f6c5332,2019-03-10,2019-03-11,2
account.e8e3ae720ce745baa83a1e9c4d08bb21,2019-03-01,2019-03-06,6
account.f4ed2844ff0946988d58b0147f24789e,2019-03-06,2019-03-07,2
account.115f28ea77f5478981be36c03bc9062b,2019-03-03,2019-03-04,2
account.2141fe093565405084ea55615263d3bc,2019-03-04,2019-03-05,2
account.2350064a295f402bb70216f05eb72fcb,2019-03-03,2019-03-04,2
account.2a92f017721d4da5af504c99f3dd4bcf,2019-03-06,2019-03-06,1
account.79258c7d84c04225ae4b4886589e9c03,2019-03-06,2019-03-07,2
account.9aa90abebb544f60ad3a2566829d96e3,2019-03-01,2019-03-06,6
account.ad5a11c47a7643c8993101f2dac065c7,2019-03-23,2019-03-28,6
account.ae481ef49d394ba3940c0592d56afcad,2019-03-01,2019-03-03,3
account.c4d5096112434e15b2a6d9a4506bb7b3,2019-03-11,2019-03-11,1
account.d560fd9103d14b53bfe1d6b884462f0e,2019-03-04,2019-03-06,3
account.ea2582a405cf403d87bd0c653da5eca5,2019-03-04,2019-03-09,6
account.ec3b06a167be4578862e1f8b96ed1ab0,2019-03-05,2019-03-06,2
account.fa0db2b5b1534cf2902cf1aaf643e380,2019-03-17,2019-03-22,6
account.ffd2d38019e84ca5a524f081dbd298f4,2019-03-02,2019-03-09,8
account.141703ad872840b9a47750363398e72b,2019-03-20,2019-03-22,3
account.1d49782bfde24a67810b559dbb78f13c,2019-03-06,2019-03-09,4
account.412a9e034c734e758e225d5630f9a823,2019-03-10,2019-03-11,2
account.44b1dc14bfcc488499d45581a346bf1b,2019-03-01,2019-03-02,2
account.777b126ac69d42119b6c0fc5938feeb5,2019-03-24,2019-03-25,2
account.7eb273730e1e473d8a03dcd11a5405f4,2019-03-07,2019-03-08,2
account.80d59ba385b145fd965bead17b02d226,2019-03-15,2019-03-16,2
account.a9b458863d4a45459c1a6805460fa382,2019-03-22,2019-03-30,9
account.ac694481010d4db1841ad8c3f460ea89,2019-03-05,2019-03-06,2
account.b7356e84038f4132825e1f77ae4ee802,2019-03-10,2019-03-11,2
account.c629655b31d5438b8d6dcfa2267e4a6c,2019-03-03,2019-03-06,4
account.c9d3de6514e64a32a6e8f5bd48a4a934,2019-03-09,2019-03-09,1
account.cef87bebb8d64dba8d8eaa1aa680615d,2019-03-21,2019-03-22,2
account.d2cb5110d1204530b95c0c7b6bf95aad,2019-03-03,2019-03-03,1
account.e85c60779fbc4c86aac538e77f23a929,2019-03-08,2019-03-09,2
account.f924f1faee7843baa1f9fd6b9bd5f279,2019-03-01,2019-03-02,2
account.07e2395dfca6486d939cc9516f6e3c2b,2019-03-04,2019-03-05,2
account.12a702e0ab9849c0a723c9e358cbd918,2019-03-28,2019-03-30,3
account.2b4d0a1c599a47568d8f0f2256ccf063,2019-03-27,2019-03-27,1
account.35bbb66424534b1abb530a9df7f2f0a9,2019-03-14,2019-03-15,2
account.3634e8b6957d4b5784b99783b0d86401,2019-03-05,2019-03-06,2
account.53f47278a2a44bc3a5914be84b76e0e7,2019-03-02,2019-03-03,2
account.6aa88f4251b14a859a6c029c8c60172a,2019-03-05,2019-03-06,2
account.7b7a997bfcd14ca7a9a217acc6d80e4f,2019-03-02,2019-03-06,5
account.d4e511fa271340a889af165850f9f1fd,2019-03-18,2019-03-30,13
account.eaae40c95dd64de2af994f06ba88f04e,2019-03-02,2019-03-03,2
account.f6539b2dad334f0a9504394be587328e,2019-03-03,2019-03-04,2
account.f71d44c752ae4d27a9c2d2488a225543,2019-03-03,2019-03-04,2
account.16f6036b9a374a028454fb835948c57e,2019-03-07,2019-03-14,8
account.171ca293e46d40b58d4d6dbd4d65b5bf,2019-03-16,2019-03-17,2
account.5b3649c7ffb84144ad4e67942e7387b7,2019-03-09,2019-03-11,3
account.5fa1000692764b919b347f138e9cdcb2,2019-03-16,2019-03-26,11
account.74cd0158b8cd417494af05a5a16349e3,2019-03-03,2019-03-06,4
account.80a28d295e0645d3b14a81866b8cc81d,2019-03-14,2019-03-15,2
account.9dcbb5ff55a74742a30cca1c452855d2,2019-03-02,2019-03-05,4
account.a915a818f44e43ae8f55aaba313116d5,2019-03-15,2019-03-17,3
account.ae52bc46fed24efb9b09efbae6471cb0,2019-03-11,2019-03-12,2
account.b201b80beaeb4748b3deacd93c2dd121,2019-03-11,2019-03-12,2
account.c224de9601e7491898e123965dad3767,2019-03-23,2019-03-24,2
account.ddfd9d276bcd447ab8b5729c10f52bf1,2019-03-18,2019-03-29,12
account.f02317259cd246ef8664e7eea7e8d692,2019-03-11,2019-03-19,9
account.0ed1a387d9594c1587e3d756aa77984c,2019-03-03,2019-03-05,3
account.1c904a12f057454ba50d27cd5bdd349e,2019-03-18,2019-03-21,4
account.1ee3e2ac5dd0464ba00eee4e8f18cee5,2019-03-07,2019-03-14,8
account.381ffef7c048413abbe575b30b9746f3,2019-03-01,2019-03-11,11
account.3f64b946bc34442281a791fb3d9157d9,2019-03-02,2019-03-03,2
account.4d295165786144f1aae9a8fa84a8ff2d,2019-03-14,2019-03-14,1
account.526d4316e4c6467e89b104116e0738be,2019-03-09,2019-03-12,4
account.53d31e72d6c84ceb93b83e48f65ea221,2019-03-23,2019-03-23,1
account.60c54bb46e7840f085a208ce6ea7e308,2019-03-23,2019-03-23,1
account.61852c835466463db049fa1343d57579,2019-03-10,2019-03-11,2
account.7a5a6323565a42a385e744f3c13fee92,2019-03-19,2019-03-30,12
account.883c6e17b70b4534abe55125ce4c763c,2019-03-01,2019-03-02,2
account.8ba284802a9b48f4bc7cf7b539d58847,2019-03-09,2019-03-23,15
account.8c2c673170f6467d9f03e9bb86ac8a50,2019-03-12,2019-03-13,2
account.c5ffb82e38ee4a63933a32bd0f5f5181,2019-03-07,2019-03-07,1
account.d01633b63aca4af08d7119cd3c499e9d,2019-03-22,2019-03-26,5
account.d2d98f2f48044dd0b6cb82875bc18fdf,2019-03-15,2019-03-17,3
account.db82f0d71bcd4e339bd89e2181a5fe17,2019-03-09,2019-03-12,4
account.e40d7314b8774f1b944f843d07d0adf0,2019-03-11,2019-03-12,2
account.f0f6c72bc2a74cf8aa61e0295ed11445,2019-03-08,2019-03-09,2
account.f5d4857b76104793ae8e658c4adc9800,2019-03-19,2019-03-20,2
account.033bc430b14a4c72a5934c1459717687,2019-03-02,2019-03-06,5
account.0ba589004f7f4e298c5a2f320dc78f30,2019-03-01,2019-03-06,6
account.11fa20aa724a4205a471a17aba46c159,2019-03-09,2019-03-30,22
account.12f54e48f0814815a24f8e5e8041a466,2019-03-01,2019-03-05,5
account.12fa72900ebc4535aa47c63820194eab,2019-03-01,2019-03-09,9
account.404d93bcdc2545eaa244b2dd8304bb70,2019-03-01,2019-03-01,1
account.48730eaef5fa490d96b93b7f5b06a17b,2019-03-06,2019-03-12,7
account.48feea26830a4dd5999ca2b037bd83f9,2019-03-02,2019-03-07,6
account.4c2151e4e3dc4825bc42f11c1d02c1cf,2019-03-11,2019-03-12,2
account.6829cdc8507348bf8e2d31ab21a1132c,2019-03-10,2019-03-12,3
account.734f3c7d4bbc42f18858398735e6ce21,2019-03-12,2019-03-25,14
account.793fb45eddcf4e4386a5e4b058e8e6a6,2019-03-10,2019-03-11,2
account.8535602028844a2bb8a378eec6c52a4f,2019-03-13,2019-03-29,17
account.b01c1fc8a69047899db5ad5cfc77816b,2019-03-02,2019-03-06,5
account.bf03b81c4f4148cf93a9671bb76a63ab,2019-03-07,2019-03-13,7
account.d5c0a019e3d847f8b668cee12cf60485,2019-03-05,2019-03-07,3
account.f59131fcacf84a2b8b2c4e27a23284a5,2019-03-03,2019-03-04,2
account.3560ff04ebc947f5bb15648912699d46,2019-03-09,2019-03-11,3
account.524daa12daad4fd698a6a73b51eb0ad6,2019-03-01,2019-03-06,6
account.546b2bce9b9f4a19a44618e99d301d8a,2019-03-10,2019-03-11,2
account.558001b0786f414fae9619565833a99f,2019-03-03,2019-03-11,9
account.681c70d7ff3a4c7db1b260ad8aec1eb0,2019-03-07,2019-03-09,3
account.7f6485503e5b46889dccfbaf20556c7a,2019-03-14,2019-03-15,2
account.8fdb48191bec47cdb83e32b38dc457fa,2019-03-03,2019-03-09,7
account.d9594889caef47a6ac3212782a2ce4ba,2019-03-05,2019-03-06,2
account.e2e8c5f323114761bbc3697de5619b57,2019-03-03,2019-03-11,9
account.e56e6f2966134b1eb91acc637f3b0f9c,2019-03-13,2019-03-27,15
account.f8f8ae89b13f455fbf4f07644c39cbe4,2019-03-04,2019-03-09,6
account.fb02275accce44be97f5a81de6225213,2019-03-05,2019-03-06,2
account.089b3e0d70664b70935e62d224e4fc18,2019-03-26,2019-03-27,2
account.1c3abaa0904842478e6f5020835130e6,2019-03-02,2019-03-03,2
account.37ee45fb2f3c4420be7eccd203b90f38,2019-03-13,2019-03-14,2
account.4b486cdd4930422ab09c14744876bafb,2019-03-11,2019-03-13,3
account.4c365b7b42c040529842030042301f53,2019-03-09,2019-03-09,1
account.52fbdc9ec9d645579d21c28442d13489,2019-03-03,2019-03-04,2
account.65208dcd2474471c8d661366222e0efd,2019-03-06,2019-03-06,1
account.65d1c6f9380a40fb8ea3051a5c894cf8,2019-03-09,2019-03-10,2
account.b15853c722114d5da323f8df46fa8e05,2019-03-10,2019-03-11,2
account.b3fea860d1e84fb8a509849671dfd04e,2019-03-20,2019-03-23,4
account.bbdac699a6f247e8a2250119c8574818,2019-03-08,2019-03-08,1
account.bec1772ce5e94883b9ea66a240d1e4fd,2019-03-04,2019-03-05,2
account.d40d9e525fe5444e88b5ce54b51e1ba0,2019-03-04,2019-03-07,4
account.d6aa9e7ace504f2eadfe71a3bba3fe06,2019-03-10,2019-03-11,2
account.e1153a5b3e474d0daaefd9895459ebfa,2019-03-05,2019-03-06,2
account.ec48565b103f4923a9a4b8b7b0c4c7f5,2019-03-04,2019-03-05,2
account.f3d11d45e39d4fad91af37a5f96e0706,2019-03-07,2019-03-07,1
account.0e262f37ef604003b6b80077ea00c821,2019-03-02,2019-03-04,3
account.1183b8a54df147c2b7f6cd70acc71967,2019-03-12,2019-03-14,3
account.248dbba91aa2483489f4e9b1802a784e,2019-03-15,2019-03-16,2
account.32a0c14b0d064d1aa7515faedaf2cf02,2019-03-02,2019-03-03,2
account.3eb1c697f3914b10b0a1dae2d02e2f0a,2019-03-30,2019-03-31,2
account.402cb9978a37436790d9a3819d3c39cd,2019-03-10,2019-03-15,6
account.48166d2291b74f0f916bba70078faa07,2019-03-06,2019-03-07,2
account.7f502768855a408daadc8ab8c68fccc8,2019-03-14,2019-03-14,1
account.869aa03fc9ef495d96cb074b1911fbc4,2019-03-13,2019-03-14,2
account.b01e03b9e8564be8b4625de374d002a8,2019-03-15,2019-03-23,9
account.b95acdcd58ff46a58431d5a1bdb80a25,2019-03-15,2019-03-22,8
account.c51fe629005046ceb94e9d486720959d,2019-03-09,2019-03-10,2
account.c560af17b93b4f3a98d0c6fb2b1ee33d,2019-03-19,2019-03-20,2
account.cd228181d8fa444a909c40f60c5f4294,2019-03-12,2019-03-12,1
account.eeac3c6faa8e46bbb5fb6733620ca572,2019-03-15,2019-03-26,12
account.10043fb121594bc5bce67ddb64b27267,2019-03-03,2019-03-06,4
account.1198a2f7cf6343669e19c8754a365339,2019-03-05,2019-03-06,2
account.2929eb01c8894785b35803cb178af824,2019-03-10,2019-03-14,5
account.349fe0cc02fe47bc8b893b613fd1575c,2019-03-12,2019-03-12,1
account.56a23769bca84064b66ed4aa56e0a9af,2019-03-19,2019-03-23,5
account.7d52bd760abd468fb023cc56a6b43a7b,2019-03-14,2019-03-27,14
account.7ec63a0a87404058b3d9722730129d35,2019-03-08,2019-03-09,2
account.84fe6006457c41849e62af5e037d7aab,2019-03-12,2019-03-13,2
account.99f39847283e4d96b98beade357fa817,2019-03-19,2019-03-23,5
account.b69bedf14d004a549c65f0599cf319c4,2019-03-02,2019-03-03,2
account.b7da1e34df64460888cb656b0b11922e,2019-03-20,2019-03-21,2
account.d24fe23840d5425db94a5ab69723b0ff,2019-03-02,2019-03-03,2
account.d788de3dff3c4aa2b67ed557bd5fc968,2019-03-09,2019-03-11,3
account.d9c2b8ea6a7a4bb48814ca7284a37af4,2019-03-01,2019-03-02,2
account.e3f58a38c5ae4fb084387474d2ee51de,2019-03-02,2019-03-09,8
account.fba8ad44df5242c383feda2fb9dd876a,2019-03-09,2019-03-11,3
account.0d764159dc8a426087165274652aacac,2019-03-05,2019-03-06,2
account.25f40bf5d7ed4c3aaa16d3910d9dcc4a,2019-03-22,2019-03-23,2
account.336ab21aa8b44e9fb6f04df31b86235f,2019-03-02,2019-03-03,2
account.3818ffa17be944fb961124ddc1f3566d,2019-03-01,2019-03-02,2
account.3e8db760363a4802b56c5e6f11351136,2019-03-01,2019-03-02,2
account.5301a7c55dcc41d6a261c96af6f1e2c8,2019-03-06,2019-03-07,2
account.5619098408eb40c0bc39bdc2c5abd0aa,2019-03-13,2019-03-15,3
account.59d828553c2f40c99c19a929480bc29f,2019-03-08,2019-03-14,7
account.5fbc6635f29941c695e7c0b2b4a022cf,2019-03-01,2019-03-02,2
account.6b1f135944184a8a9d2788ab6dbf8221,2019-03-15,2019-03-24,10
account.7512f05971c243bc9544d56a356ef470,2019-03-05,2019-03-09,5
account.7d8a7a24ba684ab7b3e588e953f0d34f,2019-03-04,2019-03-05,2
account.87a6ebae1a4d46aeb1b95c26bb247b57,2019-03-18,2019-03-19,2
account.898826e805734dfeb51cc7adf55e3544,2019-03-18,2019-03-19,2
account.8c46defcb0574602aef69be8b2ffcc2c,2019-03-05,2019-03-06,2
account.a8382a3a3d99483f844815870c4fdb2c,2019-03-18,2019-03-21,4
account.c47ef26e109b4e2089576e2fc5d755d9,2019-03-05,2019-03-06,2
account.d971144c664343aaaeb2b2fca66d71af,2019-03-07,2019-03-11,5
account.e6e9efc5515f4190b7c3f8bda50557ea,2019-03-10,2019-03-17,8
account.07b0f694780048b8886347bd8c08e408,2019-03-07,2019-03-09,3
account.0f8622b2ba484032a9f59e3cb91e8af6,2019-03-13,2019-03-13,1
account.311effdab6a6413683938e9f6886373a,2019-03-07,2019-03-08,2
account.3ac5ccc1db7e4b439af303f20a3694c2,2019-03-05,2019-03-09,5
account.4748d870feb949a2921e81dfe2b624c2,2019-03-05,2019-03-06,2
account.62bcdd703e464cd4aad742115318f501,2019-03-15,2019-03-19,5
account.6701599a3eba4661bb9d9ed749fea565,2019-03-12,2019-03-13,2
account.70d8d7dc728f46b0bfb8961acc6644e8,2019-03-05,2019-03-12,8
account.74b18206289245af9c1dcb4fdd4eaaf9,2019-03-09,2019-03-10,2
account.798a28b252cb4cef8880ca147a632e3c,2019-03-21,2019-03-22,2
account.82b450b3084741788fee3530d11bf1f3,2019-03-05,2019-03-09,5
account.8bf1b7487c2a40e6a6124093906b9190,2019-03-01,2019-03-03,3
account.a5eb55bddba04eac84e3ef0dd117d3e9,2019-03-07,2019-03-09,3
account.c40f20f3d8424f4982edc7eb78a6b1e9,2019-03-10,2019-03-19,10
account.d8fccfee61a8450ea590068b4e580d74,2019-03-01,2019-03-02,2
account.dd23c01514c74c659eccc9995f039a2d,2019-03-09,2019-03-19,11
account.e71fb55a420c4ff88ba999a0269d0b18,2019-03-09,2019-03-10,2
account.55822e1faad8447ebbe09de5b4859ed5,2019-03-05,2019-03-12,8
account.7db6f322a74946a7968c059432ee510f,2019-03-01,2019-03-02,2
account.999a045387ae4dc5a8b08fd6ac11d603,2019-03-19,2019-03-20,2
account.b720a3a9743e4021b3edd24789f63d6c,2019-03-19,2019-03-20,2
account.03320ecb133d46d49ae9f671281fb299,2019-03-10,2019-03-11,2
account.06d143ee50ff452aac662e79ee064cc9,2019-03-09,2019-03-09,1
account.139d3323a3264e76aa3fb734ddde3a35,2019-03-22,2019-03-23,2
account.28de5c95a8d64327a2a195444c1f3d4b,2019-03-02,2019-03-04,3
account.3922db07cbd54509983b356930acd470,2019-03-01,2019-03-02,2
account.3f3315c7258f495b9a0e66d0f7305210,2019-03-23,2019-03-27,5
account.4c2ff8d26c594ca88e78a3ae1afd9bde,2019-03-01,2019-03-03,3
account.55856c0ff3024813907ffadd007ff6ec,2019-03-08,2019-03-11,4
account.55f6285f94bb4df5b158c3cbd16922df,2019-03-01,2019-03-06,6
account.6854eba79554483fa01709039d87dab1,2019-03-08,2019-03-12,5
account.745c5634bf75405ab9d2973143d0ac6d,2019-03-01,2019-03-07,7
account.930a2122cc784f468a155bc28d086227,2019-03-19,2019-03-20,2
account.ca2a71e516214b7d80437b2ffa435d3e,2019-03-18,2019-03-27,10
account.cbf0635663084f419d2a94a569e3de23,2019-03-03,2019-03-04,2
account.03586eadd84f448db4e1fea037501251,2019-03-03,2019-03-05,3
account.1460c5349fb9426bb8fddd3b71714d25,2019-03-24,2019-03-25,2
account.3585196f3e6543d89196684dce7a99f8,2019-03-19,2019-03-20,2
account.418e9402d3174c1180d0e26c0f511ca0,2019-03-02,2019-03-03,2
account.4b6b190685d045a0a89c9f7da18140f1,2019-03-05,2019-03-06,2
account.6353d6b46fb3435cad71778fe5646e09,2019-03-09,2019-03-09,1
account.71ee642683134448afe22b2c0a2e5d7f,2019-03-19,2019-03-20,2
account.85c778181b4242ab93a9bd53a01acfc2,2019-03-03,2019-03-04,2
account.93da6236731246ec947425d0ccb04c85,2019-03-22,2019-03-29,8
account.a3032f3fc79946c8a9c1fc4f398e85da,2019-03-12,2019-03-26,15
account.a9cac693adfb4a2e83ff1860e17ac93d,2019-03-01,2019-03-04,4
account.b3618e8775ac43449466e97b176d8930,2019-03-02,2019-03-06,5
account.ba086e021c1a4a9baa496560815d6305,2019-03-10,2019-03-11,2
account.bc19937523f148759eac893f5ce886d9,2019-03-23,2019-03-30,8
account.bc66711884074ec0b3b921a497de045c,2019-03-10,2019-03-10,1
account.cee630f5434f405998fe7b3ae8994209,2019-03-01,2019-03-04,4
account.03c93ba620a94c99b0d413ee0b23b7a9,2019-03-09,2019-03-11,3
account.188b25fd3c3c48b88974d764e5322eaa,2019-03-05,2019-03-19,15
account.1b7f23a171d147c09fb4aacc3ea3b251,2019-03-01,2019-03-04,4
account.234377ef1fb94729927780a1206cc4f2,2019-03-01,2019-03-02,2
account.35d30782b2e642bd8283a5fa6ace78dd,2019-03-01,2019-03-02,2
account.36514b1b866540f68593334dd58c93a4,2019-03-22,2019-03-24,3
account.394573912bd948abad700197ded19edb,2019-03-02,2019-03-02,1
account.5c280a02db6641c69a84ec17bc43d1ac,2019-03-06,2019-03-09,4
account.995952e3129948e087570b4d482f2df4,2019-03-26,2019-03-28,3
account.a7b698b167a64e56afd90abdbf1f5d59,2019-03-05,2019-03-09,5
account.b79817dcb8214967bf5d54c3d2f42aaa,2019-03-20,2019-03-22,3
account.c4719ec2e28b4c7aab6c8a81962acf5c,2019-03-25,2019-03-27,3
account.c897ca677dd2420481ead52dd93f2ed7,2019-03-01,2019-03-25,25
account.c8d7669932b44530a1814809dd09bade,2019-03-04,2019-03-08,5
account.caa8a3f9029b4dffbdcf723e1e92ce33,2019-03-01,2019-03-02,2
account.fee4f5c43b064054a2fa3f8dbe83ab9b,2019-03-09,2019-03-11,3
account.011aa325d9ae457583b0f100345c3e42,2019-03-20,2019-03-29,10
account.27f51e20876c4e0db421ce7dc1e2e7f9,2019-03-04,2019-03-31,28
account.2d901967f9eb4564ad34cd754272fce7,2019-03-20,2019-03-22,3
account.2da881ad844d40daa4a5af0fbae34712,2019-03-08,2019-03-11,4
account.338b375193fa4acfb510364f93493099,2019-03-06,2019-03-07,2
account.4b9f751e0d08437a8d5059eba4bf053d,2019-03-09,2019-03-12,4
account.544cf17b29c548548c177e617fa3f9ca,2019-03-02,2019-03-03,2
account.7497f468298047789f9d44c426ad55f4,2019-03-05,2019-03-06,2
account.7b78e43b5db74062acf3c14675f4f90b,2019-03-02,2019-03-03,2
account.9e1ae5829501467a9a2a16c2a77832e8,2019-03-01,2019-03-02,2
account.a8f12d43f91146d68c059ecc9e059438,2019-03-17,2019-03-25,9
account.bdc5f34ff390454990ccc780cd6369a2,2019-03-01,2019-03-02,2
account.c2cb5bf1278c49f08c3033e1d45608b1,2019-03-05,2019-03-06,2
account.c6dc0dc1ff0b4e4383682c428778c44c,2019-03-03,2019-03-06,4
account.d5b5335772cf400590eece235807fc3b,2019-03-15,2019-03-16,2
account.f772a78ce06e4e1abe93991fe2137cb2,2019-03-02,2019-03-03,2
account.f8174e98bc8143f5a05bbde162a67216,2019-03-25,2019-03-26,2
account.ffd6bd2a6d494838a4b56a6696c17837,2019-03-09,2019-03-11,3
account.0ab6f607e19c41958472ed901a75de1a,2019-03-11,2019-03-12,2
account.0b5f74aef16444d7b2eb18258fa5a86a,2019-03-03,2019-03-03,1
account.1245ed2a02f44dc695de7313a3416407,2019-03-18,2019-03-19,2
account.6f7c03beacc3400f998a9245594fc8b7,2019-03-03,2019-03-06,4
account.92fa321905f04a5d817b4885817c2a2b,2019-03-01,2019-03-09,9
account.ae9026a580144a2fa21b66654b6407b6,2019-03-05,2019-03-05,1
account.b45d45e6cc40451e84d36e6c7fcde76a,2019-03-15,2019-03-16,2
account.e651fddadc7a4299a94ef8e2b01499d1,2019-03-01,2019-03-02,2
account.039b4bb036e44ef0b8608d1327c7f57f,2019-03-22,2019-03-29,8
account.1120bb0eb56544e9bb068faefc9c56ed,2019-03-06,2019-03-07,2
account.133f1a71491d4205ae403df169998609,2019-03-02,2019-03-03,2
account.24a1fa52460b48ae8707b0664630bf72,2019-03-05,2019-03-06,2
account.330573e8a31c4417806df85da7838071,2019-03-15,2019-03-20,6
account.49048e4984f64d6095f31ea2ded7c81e,2019-03-01,2019-03-04,4
account.595b2f46eb244b39ac5206b9f5fb9e8b,2019-03-06,2019-03-07,2
account.6314286d6bb64c419dbe6ad6f0e390ff,2019-03-02,2019-03-05,4
account.6ecf7a0911ae427486bac52776af4bb0,2019-03-16,2019-03-22,7
account.70eb95960e124d8e940a297e322f5ad9,2019-03-02,2019-03-03,2
account.85e69f46834b4a628dd322963911f46c,2019-03-09,2019-03-10,2
account.87afd6fbbafc4116a81d2ac093167e3c,2019-03-04,2019-03-06,3
account.8d37482d00a8466186be3dbcf981905a,2019-03-16,2019-03-31,16
account.9eb60af0077446728f247a994f76c07c,2019-03-11,2019-03-12,2
account.b388ebc2efff4f8f9aa37f36e42f5bbe,2019-03-05,2019-03-06,2
account.bad9e933ad794dababa29dee22293e99,2019-03-12,2019-03-17,6
account.c5106a9c52754c5990f29795e107190b,2019-03-04,2019-03-05,2
account.cce90a2ba99b4a71a1c3c8d3ff824063,2019-03-01,2019-03-03,3
account.d2611d56e15b4d47b257808e251c7725,2019-03-11,2019-03-11,1
account.e6e6661eb7a74800b5cef41aabf6f931,2019-03-04,2019-03-05,2
account.f8e38230d8924d80a62a529e4ad984c3,2019-03-11,2019-03-23,13
account.fb1086ba6bcc4586bad2ba708d6ea5c1,2019-03-24,2019-03-25,2
account.0ad5d74eab024cda9013d2ee900c771c,2019-03-12,2019-03-13,2
account.13701d22f0ea44beb62f7a34f83383f3,2019-03-01,2019-03-03,3
account.1581b3bb33d3426fbb9e4ed28dfaf73b,2019-03-01,2019-03-01,1
account.1cbd9249d1ef452eab388821966d1bc7,2019-03-01,2019-03-01,1
account.317d7258f29149579a734c37a0350dc1,2019-03-09,2019-03-11,3
account.34fdc92ae7af42e5bf91e52243f63604,2019-03-20,2019-03-21,2
account.5098145829f8409590a2e1945623c591,2019-03-02,2019-03-12,11
account.5ae75f039b334b6ab8b2ec44f37cd332,2019-03-07,2019-03-11,5
account.5b8a55ed1e73461a87e940189a3a708d,2019-03-19,2019-03-20,2
account.8b5989d3619040f29b4dbe9733e1e572,2019-03-05,2019-03-06,2
account.8dab74c2f4f946a4b0c81895fd0e1466,2019-03-11,2019-03-11,1
account.8fe99d07f50b4a3caba65571afa0d882,2019-03-27,2019-03-27,1
account.b989a1c732644d0c9293945a6e548f9d,2019-03-06,2019-03-09,4
account.fd487351df944c5189ff30fc1caccbad,2019-03-03,2019-03-04,2
account.07a791f8799b44a09616f4cfda03529b,2019-03-11,2019-03-11,1
account.48247806d3f740dfb000865e196cde00,2019-03-30,2019-03-31,2
account.4c0a87bc04e243c5b0254454668c4261,2019-03-07,2019-03-11,5
account.59ae88a087e146d98eaf1135f20021f8,2019-03-06,2019-03-07,2
account.5a91644e6eed43c8a7933a15a4faeeda,2019-03-04,2019-03-06,3
account.7bd10f6720304ba8880ccccb1eff07ae,2019-03-10,2019-03-11,2
account.ab9904c407af4450b6ce4af31e2bf3f6,2019-03-02,2019-03-05,4
account.b730f51ecac04c6f9130bd0e4afff8a4,2019-03-07,2019-03-19,13
account.d3f352002f6e4930b470646fd47c3668,2019-03-12,2019-03-13,2
account.d5b50f8e7b704f77b2d8d56064ce6d12,2019-03-02,2019-03-04,3
account.d866cd017ac044f4981b21abf7707c71,2019-03-05,2019-03-07,3
account.db727ef8a9494262b299b375e3f3759a,2019-03-11,2019-03-11,1
account.df6f4a3ee01741588349a83af134c772,2019-03-14,2019-03-26,13
account.fb2f6d192b7f48dfae0d6dd5c86e4172,2019-03-14,2019-03-15,2
account.00689ce47d4d4b47bb7fd57cb1a0cdf6,2019-03-04,2019-03-04,1
account.033fe5e1c46743068cf2dc26c2c02c9e,2019-03-06,2019-03-11,6
account.1f4f52fd73f945ab8b9b7f5b437bc338,2019-03-16,2019-03-29,14
account.2bf0b4f9a34c4f1985df53e885d49914,2019-03-22,2019-03-24,3
account.48d72f7a643a4dd6af79ddad7a4abd07,2019-03-10,2019-03-13,4
account.546eca584b9c482ba1f691e391314007,2019-03-10,2019-03-14,5
account.5a5983471e114495af8da94ce5bf0b54,2019-03-09,2019-03-19,11
account.a6dab5748b7549f89113517ca2ef2d29,2019-03-05,2019-03-06,2
account.aecedad6cc2945ba851f86723699dc29,2019-03-22,2019-03-25,4
account.b337820e3022419fa19d70134beea328,2019-03-01,2019-03-06,6
account.bd25fa717e0c4bf68f62a93a8182b109,2019-03-03,2019-03-05,3
account.d88aaefb2c95478290973b27f53fffdf,2019-03-01,2019-03-07,7
account.ef6afb6abf2541d1ae0833678885e983,2019-03-09,2019-03-12,4
account.0c9a5caf534b422b9a5774733d96a420,2019-03-04,2019-03-06,3
account.1a463566664749bcb8801992f28d3e24,2019-03-01,2019-03-06,6
account.3054e7b423804ea39c3c8721f88e038b,2019-03-03,2019-03-19,17
account.403d56ba4ae84d349abc7e5c74c17fab,2019-03-05,2019-03-06,2
account.5718c965bae14cb094971fe6c17acce3,2019-03-04,2019-03-06,3
account.6fa72f6d27ca40368b561fab51dbd843,2019-03-09,2019-03-10,2
account.96c143ee85ae48eb9d7a02e430b99289,2019-03-12,2019-03-13,2
account.b286db6d07174cd48c4357e1cd2be60b,2019-03-13,2019-03-23,11
account.e40cdb304aaf4984b45740a0bafdfcce,2019-03-12,2019-03-19,8
account.ff27ca1e66a54eb6b8aa00c04a15945c,2019-03-08,2019-03-09,2
account.175ead8d448240d1a124180eecbf70d0,2019-03-05,2019-03-06,2
account.21f28c2c10b246b6850033ae37a6b5ba,2019-03-04,2019-03-07,4
account.2bff494407124f77aaac9ff9fe45f560,2019-03-16,2019-03-17,2
account.4e83ff35f175497e80a8f5d54b5a0cb5,2019-03-05,2019-03-06,2
account.6c8c5dfbbf9e413284782de8deea896c,2019-03-11,2019-03-12,2
account.7c5d1e3d04af403fba7482e6111822bf,2019-03-22,2019-03-22,1
